filename,relative_path,category,extension,mime_type,file_size_bytes,file_size_kb,file_size_mb,width,height,duration_seconds,fps,codec,sample_rate,channels,page_count,text_length,line_count,character_count,comment_line_count,blank_line_count
QLBRTJBPTEPSW266VK6E34FMP47KXTDL.pdf,Pdf/QLBRTJBPTEPSW266VK6E34FMP47KXTDL.pdf,Document,pdf,application/pdf,48817,47.67,0.05,,,,,,,,1.0,4881.0,,,,
141404549.java,code/1525/D/141404549.java,Code,java,text/x-java-source,3396,3.32,0.0,,,,,,,,,,231.0,3281.0,0.0,116.0
152543622.java,code/1554/A/152543622.java,Code,java,text/x-java-source,664,0.65,0.0,,,,,,,,,,47.0,641.0,0.0,26.0
1e8c2332a461a3a142840fa477fa907c66c35dac.pdf,Pdf/1e8c2332a461a3a142840fa477fa907c66c35dac.pdf,Document,pdf,application/pdf,229304,223.93,0.22,,,,,,,,1.0,22930.0,,,,
324.wav,audio/324.wav,Audio,wav,audio/wav,497708,486.04,0.47,,,2.82,,pcm_s16le,44100.0,2.0,,,,,,
Screenshot (506).png,images/Screenshot (506).png,Image,png,image/png,205414,200.6,0.2,1920.0,1080.0,,,,,,,,,,,
167069809.py,code/167069809.py,Code,py,text/x-python,336,0.33,0.0,,,,,,,,,,40.0,316.0,1.0,25.0
UHB2FR7SVNEMVG7ILGEDDB27TN3D4VF6.pdf,Pdf/UHB2FR7SVNEMVG7ILGEDDB27TN3D4VF6.pdf,Document,pdf,application/pdf,442918,432.54,0.42,,,,,,,,9.0,44291.0,,,,
Screenshot (505).png,images/Screenshot (505).png,Image,png,image/png,203553,198.78,0.19,1920.0,1080.0,,,,,,,,,,,
QRJ42GGGA52M42R57XTGIQONYKAKWVG5.pdf,Pdf/QRJ42GGGA52M42R57XTGIQONYKAKWVG5.pdf,Document,pdf,application/pdf,149974,146.46,0.14,,,,,,,,8.0,14997.0,,,,
4JVIYSW2MHWPE5BXGXLAXTNMHGHJFPUP.docx,Docx/Docx/4JVIYSW2MHWPE5BXGXLAXTNMHGHJFPUP.docx,Document,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,646731,631.57,0.62,,,,,,,,,646731.0,,,,
162397354.java,code/1527/B1/162397354.java,Code,java,text/x-java-source,1611,1.57,0.0,,,,,,,,,,144.0,1539.0,1.0,80.0
83377111.java,code/83377111.java,Code,java,text/x-java-source,10161,9.92,0.01,,,,,,,,,,392.0,9769.0,5.0,100.0
ZBOY7WHWU4JUMTIM2RO2TCO5VONTYYE4.doc,Doc/Doc/ZBOY7WHWU4JUMTIM2RO2TCO5VONTYYE4.doc,Document,doc,application/msword,37764,36.88,0.04,,,,,,,,,37764.0,,,,
KBEV4F2NJWE2NHI6CMYRY5GAXEJ3N7QD.pdf,Pdf/KBEV4F2NJWE2NHI6CMYRY5GAXEJ3N7QD.pdf,Document,pdf,application/pdf,106195,103.71,0.1,,,,,,,,1.0,10619.0,,,,
video_010.mp4,Video/video_010.mp4,Video,mp4,video/mp4,32931602,32159.77,31.41,1920.0,1036.0,29.99,23.98,,,,,,,,,
193480058.cpp,code/193480058.cpp,Code,cpp,text/x-c++,2132,2.08,0.0,,,,,,,,,,169.0,2048.0,18.0,85.0
Screenshot (733).png,images/Screenshot (733).png,Image,png,image/png,135378,132.21,0.13,1920.0,1080.0,,,,,,,,,,,
194072684.cpp,code/194072684.cpp,Code,cpp,text/x-c++,3761,3.67,0.0,,,,,,,,,,115.0,3761.0,21.0,3.0
4JIOYSGO26FIUJU47G4MCVYSZUGX7EAE.pdf,Pdf/4JIOYSGO26FIUJU47G4MCVYSZUGX7EAE.pdf,Document,pdf,application/pdf,242861,237.17,0.23,,,,,,,,3.0,24286.0,,,,
9.wav,audio/9.wav,Audio,wav,audio/wav,387116,378.04,0.37,,,2.19,,pcm_s16le,44100.0,2.0,,,,,,
R6LHWCGK5EOQHHR7EXRI7ZJLBG2R5QOF.pdf,Pdf/R6LHWCGK5EOQHHR7EXRI7ZJLBG2R5QOF.pdf,Document,pdf,application/pdf,2200,2.15,0.0,,,,,,,,2.0,220.0,,,,
Screenshot (599).png,images/Screenshot (599).png,Image,png,image/png,121601,118.75,0.12,1920.0,1080.0,,,,,,,,,,,
192795754.cpp,code/192795754.cpp,Code,cpp,text/x-c++,1632,1.59,0.0,,,,,,,,,,55.0,1579.0,3.0,1.0
YR3GWIPLRONWKH7DSOR3LVKXS2ORMWMC.pdf,Pdf/YR3GWIPLRONWKH7DSOR3LVKXS2ORMWMC.pdf,Document,pdf,application/pdf,3839,3.75,0.0,,,,,,,,3.0,383.0,,,,
193802352.cpp,code/193802352.cpp,Code,cpp,text/x-c++,2011,1.96,0.0,,,,,,,,,,130.0,1946.0,30.0,77.0
168352397.java,code/168352397.java,Code,java,text/x-java-source,1572,1.54,0.0,,,,,,,,,,104.0,1520.0,0.0,57.0
RHPH4OMXIVY3KFVPJQZYY5EH4MEK5YD6.pdf,Pdf/RHPH4OMXIVY3KFVPJQZYY5EH4MEK5YD6.pdf,Document,pdf,application/pdf,57976,56.62,0.06,,,,,,,,1.0,5797.0,,,,
HHG5MLUR5GQ5MO622QRT7XNQRXCML7YP.doc,Doc/Doc/HHG5MLUR5GQ5MO622QRT7XNQRXCML7YP.doc,Document,doc,application/msword,38871,37.96,0.04,,,,,,,,,38871.0,,,,
YE5PQJ6NUYA6UOWHADZIVVMCINU4AYZF.pdf,Pdf/YE5PQJ6NUYA6UOWHADZIVVMCINU4AYZF.pdf,Document,pdf,application/pdf,144925,141.53,0.14,,,,,,,,2.0,14492.0,,,,
fsi-2014.docx,Docx/Docx/fsi-2014.docx,Document,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,43486,42.47,0.04,,,,,,,,,43486.0,,,,
AB2LVVUR7Q4T7O5QDSUALJSM5UMJH2HT.docx,Docx/Docx/AB2LVVUR7Q4T7O5QDSUALJSM5UMJH2HT.docx,Document,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,58916,57.54,0.06,,,,,,,,,58916.0,,,,
170.wav,audio/170.wav,Audio,wav,audio/wav,2119738,2070.06,2.02,,,3.0,,pcm_f64le,44100.0,2.0,,,,,,
Screenshot (700).png,images/Screenshot (700).png,Image,png,image/png,1244551,1215.38,1.19,1920.0,1080.0,,,,,,,,,,,
194026765.py,code/194026765.py,Code,py,text/x-python,238,0.23,0.0,,,,,,,,,,23.0,227.0,0.0,11.0
KOIY3K7K4LNEPAQQ2YXCAW2KS4TYUSBR.doc,Doc/Doc/KOIY3K7K4LNEPAQQ2YXCAW2KS4TYUSBR.doc,Document,doc,application/msword,117645,114.89,0.11,,,,,,,,,117645.0,,,,
99379374.py,code/99379374.py,Code,py,text/x-python,10498,10.25,0.01,,,,,,,,,,814.0,10049.0,11.0,464.0
24.wav,audio/24.wav,Audio,wav,audio/wav,456236,445.54,0.44,,,2.59,,pcm_s16le,44100.0,2.0,,,,,,
video_022.mp4,Video/video_022.mp4,Video,mp4,video/mp4,24958322,24373.36,23.8,1920.0,1036.0,30.03,23.98,,,,,,,,,
120912423.java,code/120912423.java,Code,java,text/x-java-source,11142,10.88,0.01,,,,,,,,,,412.0,10730.0,54.0,47.0
228.wav,audio/228.wav,Audio,wav,audio/wav,645164,630.04,0.62,,,3.66,,pcm_s16le,44100.0,2.0,,,,,,
193240761.py,code/193240761.py,Code,py,text/x-python,81,0.08,0.0,,,,,,,,,,5.0,79.0,0.0,2.0
9a88dbee11432f3b74011df8eeab1943959dbb20.pdf,Pdf/9a88dbee11432f3b74011df8eeab1943959dbb20.pdf,Document,pdf,application/pdf,110655,108.06,0.11,,,,,,,,5.0,11065.0,,,,
186763272.py,code/186763272.py,Code,py,text/x-python,812,0.79,0.0,,,,,,,,,,78.0,773.0,0.0,52.0
5M56W5BE4HY6J3WK2TN3HZJ6N3ZMYTJ4.doc,Doc/Doc/5M56W5BE4HY6J3WK2TN3HZJ6N3ZMYTJ4.doc,Document,doc,application/msword,2077302,2028.62,1.98,,,,,,,,,2077302.0,,,,
KJRNBHQZEAPZL7FXVKBGPEN45LKGPLGM.pdf,Pdf/KJRNBHQZEAPZL7FXVKBGPEN45LKGPLGM.pdf,Document,pdf,application/pdf,8079,7.89,0.01,,,,,,,,2.0,807.0,,,,
fsi-2009.doc,Doc/Doc/fsi-2009.doc,Document,doc,application/msword,43400,42.38,0.04,,,,,,,,,43400.0,,,,
6MVFNNKY5VH3TCVPVECRH6YBKKZQMUFA.pdf,Pdf/6MVFNNKY5VH3TCVPVECRH6YBKKZQMUFA.pdf,Document,pdf,application/pdf,100511,98.16,0.1,,,,,,,,1.0,10051.0,,,,
video_043.mp4,Video/video_043.mp4,Video,mp4,video/mp4,9892638,9660.78,9.43,1920.0,1036.0,29.99,23.98,,,,,,,,,
DTUUL6SJCKWTMKUHW4EBFNTNIZCMIM2H.pdf,Pdf/DTUUL6SJCKWTMKUHW4EBFNTNIZCMIM2H.pdf,Document,pdf,application/pdf,327393,319.72,0.31,,,,,,,,1.0,32739.0,,,,
video_048.mp4,Video/video_048.mp4,Video,mp4,video/mp4,18530769,18096.45,17.67,1920.0,1036.0,29.99,23.98,,,,,,,,,
cc9101f06002345e30cd6f92d692d4ccc439f430.docx,Docx/Docx/cc9101f06002345e30cd6f92d692d4ccc439f430.docx,Document,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,172596,168.55,0.16,,,,,,,,,172596.0,,,,
E7O4MCIJGJKJSZ2G3ID2HPJMHKKQESON.doc,Doc/Doc/E7O4MCIJGJKJSZ2G3ID2HPJMHKKQESON.doc,Document,doc,application/msword,1158638,1131.48,1.1,,,,,,,,,1158638.0,,,,
165106898.java,code/1437/B/165106898.java,Code,java,text/x-java-source,7835,7.65,0.01,,,,,,,,,,258.0,7706.0,39.0,139.0
162421709.py,code/162421709.py,Code,py,text/x-python,1037,1.01,0.0,,,,,,,,,,90.0,992.0,3.0,52.0
258.wav,audio/258.wav,Audio,wav,audio/wav,400940,391.54,0.38,,,2.27,,pcm_s16le,44100.0,2.0,,,,,,
sa-datasets.doc,Doc/Doc/sa-datasets.doc,Document,doc,application/msword,404225,394.75,0.39,,,,,,,,,404225.0,,,,
FGW25YJCHKX5V4CGB447WS3CQP2ZVRDY.doc,Doc/Doc/FGW25YJCHKX5V4CGB447WS3CQP2ZVRDY.doc,Document,doc,application/msword,37642,36.76,0.04,,,,,,,,,37642.0,,,,
Screenshot (692).png,images/Screenshot (692).png,Image,png,image/png,740691,723.33,0.71,1920.0,1080.0,,,,,,,,,,,
GHHN226SIBRDZ5Y52XT5WBU2Y6HS4C6P.pdf,Pdf/GHHN226SIBRDZ5Y52XT5WBU2Y6HS4C6P.pdf,Document,pdf,application/pdf,1868911,1825.11,1.78,,,,,,,,1.0,50000.0,,,,
video_083.mp4,Video/video_083.mp4,Video,mp4,video/mp4,13414585,13100.18,12.79,1920.0,1036.0,29.99,23.98,,,,,,,,,
35CQZCOMND26DXY46FVVS47WB2AL75OK.docx,Docx/Docx/35CQZCOMND26DXY46FVVS47WB2AL75OK.docx,Document,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,57344,56.0,0.05,,,,,,,,,57344.0,,,,
313.wav,audio/313.wav,Audio,wav,audio/wav,474668,463.54,0.45,,,2.69,,pcm_s16le,44100.0,2.0,,,,,,
TEEGK5AIZ426F27JXF2QAPKENCTIT2GG.pdf,Pdf/TEEGK5AIZ426F27JXF2QAPKENCTIT2GG.pdf,Document,pdf,application/pdf,16605,16.22,0.02,,,,,,,,1.0,1660.0,,,,
video_038.mp4,Video/video_038.mp4,Video,mp4,video/mp4,15083924,14730.39,14.39,1920.0,1036.0,30.03,23.98,,,,,,,,,
159260739.cpp,code/1483/A/159260739.cpp,Code,cpp,text/x-c++,1373,1.34,0.0,,,,,,,,,,125.0,1311.0,12.0,67.0
43.wav,audio/43.wav,Audio,wav,audio/wav,447020,436.54,0.43,,,2.53,,pcm_s16le,44100.0,2.0,,,,,,
35REBWQXW3JLUKC6DAANAQ2P3RI5B6A6.pdf,Pdf/35REBWQXW3JLUKC6DAANAQ2P3RI5B6A6.pdf,Document,pdf,application/pdf,874690,854.19,0.83,,,,,,,,7.0,50000.0,,,,
278.wav,audio/278.wav,Audio,wav,audio/wav,1677370,1638.06,1.6,,,2.38,,pcm_f64le,44100.0,2.0,,,,,,
146591795.java,code/1494/E/146591795.java,Code,java,text/x-java-source,8282,8.09,0.01,,,,,,,,,,569.0,7998.0,4.0,322.0
166061922.py,code/1497/C2/166061922.py,Code,py,text/x-python,480,0.47,0.0,,,,,,,,,,33.0,464.0,0.0,17.0
192717833.java,code/192717833.java,Code,java,text/x-java-source,2577,2.52,0.0,,,,,,,,,,161.0,2497.0,0.0,82.0
101895982.java,code/1464/C/101895982.java,Code,java,text/x-java-source,5779,5.64,0.01,,,,,,,,,,212.0,5567.0,6.0,37.0
168886378.java,code/168886378.java,Code,java,text/x-java-source,6865,6.7,0.01,,,,,,,,,,456.0,6637.0,2.0,285.0
131680169.py,code/1479/B2/131680169.py,Code,py,text/x-python,2690,2.63,0.0,,,,,,,,,,182.0,2599.0,2.0,106.0
Screenshot (526).png,images/Screenshot (526).png,Image,png,image/png,627708,613.0,0.6,1920.0,1080.0,,,,,,,,,,,
352.wav,audio/352.wav,Audio,wav,audio/wav,400940,391.54,0.38,,,2.27,,pcm_s16le,44100.0,2.0,,,,,,
YQZG4CHDFUMUUDUEO2IY3GSWB4YCIKJI.pdf,Pdf/YQZG4CHDFUMUUDUEO2IY3GSWB4YCIKJI.pdf,Document,pdf,application/pdf,298883,291.88,0.29,,,,,,,,1.0,29888.0,,,,
Screenshot (492).png,images/Screenshot (492).png,Image,png,image/png,404947,395.46,0.39,1920.0,1080.0,,,,,,,,,,,
HPXULDFI3DAZ3V2NZOHYUGUY5SLS4AHU.pdf,Pdf/HPXULDFI3DAZ3V2NZOHYUGUY5SLS4AHU.pdf,Document,pdf,application/pdf,1659,1.62,0.0,,,,,,,,2.0,165.0,,,,
Screenshot (477).png,images/Screenshot (477).png,Image,png,image/png,253258,247.32,0.24,1920.0,1080.0,,,,,,,,,,,
Screenshot (485).png,images/Screenshot (485).png,Image,png,image/png,1534522,1498.56,1.46,1920.0,1080.0,,,,,,,,,,,
108.wav,audio/108.wav,Audio,wav,audio/wav,497708,486.04,0.47,,,2.82,,pcm_s16le,44100.0,2.0,,,,,,
284.wav,audio/284.wav,Audio,wav,audio/wav,1400890,1368.06,1.34,,,1.99,,pcm_f64le,44100.0,2.0,,,,,,
LLMXYLFSHQA3ZZUSNU4HCBJQ24N7LH6U.pdf,Pdf/LLMXYLFSHQA3ZZUSNU4HCBJQ24N7LH6U.pdf,Document,pdf,application/pdf,46602,45.51,0.04,,,,,,,,2.0,4660.0,,,,
DG45DWPFVSPLLJLFUHTJUGTYNSX7WEMF.doc,Doc/Doc/DG45DWPFVSPLLJLFUHTJUGTYNSX7WEMF.doc,Document,doc,application/msword,611412,597.08,0.58,,,,,,,,,611412.0,,,,
fsi-2014.doc,Doc/Doc/fsi-2014.doc,Document,doc,application/msword,43486,42.47,0.04,,,,,,,,,43486.0,,,,
P4RQFJUGBTNS65T2XDM6GMY3GVOTXUUC.pdf,Pdf/P4RQFJUGBTNS65T2XDM6GMY3GVOTXUUC.pdf,Document,pdf,application/pdf,4821,4.71,0.0,,,,,,,,1.0,482.0,,,,
f997183fa6bf1ef75e31406d98f025c16e527d20.doc,Doc/Doc/f997183fa6bf1ef75e31406d98f025c16e527d20.doc,Document,doc,application/msword,10937606,10681.26,10.43,,,,,,,,,10937606.0,,,,
video_053.mp4,Video/video_053.mp4,Video,mp4,video/mp4,18321569,17892.16,17.47,1920.0,1036.0,29.99,23.98,,,,,,,,,
391ee0e4abd1e732bd7c3e5c5dac77be1d03f569.pdf,Pdf/391ee0e4abd1e732bd7c3e5c5dac77be1d03f569.pdf,Document,pdf,application/pdf,655335,639.98,0.62,,,,,,,,1.0,50000.0,,,,
163345822.java,code/1428/C/163345822.java,Code,java,text/x-java-source,4981,4.86,0.0,,,,,,,,,,395.0,4784.0,7.0,238.0
Screenshot (696).png,images/Screenshot (696).png,Image,png,image/png,589551,575.73,0.56,1920.0,1080.0,,,,,,,,,,,
167024668.cpp,code/1433/C/167024668.cpp,Code,cpp,text/x-c++,996,0.97,0.0,,,,,,,,,,82.0,955.0,5.0,42.0
263.wav,audio/263.wav,Audio,wav,audio/wav,1658938,1620.06,1.58,,,2.35,,pcm_f64le,44100.0,2.0,,,,,,
Screenshot (723).png,images/Screenshot (723).png,Image,png,image/png,333686,325.87,0.32,1920.0,1080.0,,,,,,,,,,,
TNPZFHBSZAOTQBRUYZ4HMVLBZQIDOKJU.doc,Doc/Doc/TNPZFHBSZAOTQBRUYZ4HMVLBZQIDOKJU.doc,Document,doc,application/msword,796525,777.86,0.76,,,,,,,,,796525.0,,,,
Orders-With Nulls.doc,Doc/Doc/Orders-With Nulls.doc,Document,doc,application/msword,92635,90.46,0.09,,,,,,,,,92635.0,,,,
TQB32TPQYRF2BVFF3S4ARJ26TSIHFHHL.pdf,Pdf/TQB32TPQYRF2BVFF3S4ARJ26TSIHFHHL.pdf,Document,pdf,application/pdf,10119965,9882.78,9.65,,,,,,,,1.0,50000.0,,,,
125670038.java,code/125670038.java,Code,java,text/x-java-source,9178,8.96,0.01,,,,,,,,,,708.0,8824.0,12.0,384.0
SCXLRF5DK4NDSP4RXGJFZJMY5D6BK7MY.pdf,Pdf/SCXLRF5DK4NDSP4RXGJFZJMY5D6BK7MY.pdf,Document,pdf,application/pdf,194800,190.23,0.19,,,,,,,,1.0,19480.0,,,,
272.wav,audio/272.wav,Audio,wav,audio/wav,1529914,1494.06,1.46,,,2.17,,pcm_f64le,44100.0,2.0,,,,,,
152600980.java,code/152600980.java,Code,java,text/x-java-source,6887,6.73,0.01,,,,,,,,,,456.0,6659.0,2.0,282.0
Screenshot (708).png,images/Screenshot (708).png,Image,png,image/png,1595085,1557.7,1.52,1920.0,1080.0,,,,,,,,,,,
G5C3CM7DIONQOEWTYFPP3UJEWODLVHPN.pdf,Pdf/G5C3CM7DIONQOEWTYFPP3UJEWODLVHPN.pdf,Document,pdf,application/pdf,1413867,1380.73,1.35,,,,,,,,1.0,50000.0,,,,
UYH346BTJFOKSLYYXQBAVLVHBEJPYXZ5.docx,Docx/Docx/UYH346BTJFOKSLYYXQBAVLVHBEJPYXZ5.docx,Document,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,49892,48.72,0.05,,,,,,,,,49892.0,,,,
160823707.cpp,code/1443/D/160823707.cpp,Code,cpp,text/x-c++,550,0.54,0.0,,,,,,,,,,51.0,525.0,1.0,29.0
6REZDVWAZINCN3EC63464SLUVI2QJHJW.pdf,Pdf/6REZDVWAZINCN3EC63464SLUVI2QJHJW.pdf,Document,pdf,application/pdf,142266,138.93,0.14,,,,,,,,1.0,14226.0,,,,
3SX4ZUITX7U6NVFXAEJBBJXEQ76IJFKV.pdf,Pdf/3SX4ZUITX7U6NVFXAEJBBJXEQ76IJFKV.pdf,Document,pdf,application/pdf,316277,308.86,0.3,,,,,,,,4.0,31627.0,,,,
7QX6IKZ22UTQYM2ZQVUU64G4ZKYSDE2R.pdf,Pdf/7QX6IKZ22UTQYM2ZQVUU64G4ZKYSDE2R.pdf,Document,pdf,application/pdf,14337,14.0,0.01,,,,,,,,1.0,1433.0,,,,
299.wav,audio/299.wav,Audio,wav,audio/wav,1824826,1782.06,1.74,,,2.59,,pcm_f64le,44100.0,2.0,,,,,,
193044711.py,code/193044711.py,Code,py,text/x-python,123,0.12,0.0,,,,,,,,,,6.0,120.0,1.0,2.0
163314981.java,code/1406/B/163314981.java,Code,java,text/x-java-source,1433,1.4,0.0,,,,,,,,,,89.0,1389.0,1.0,50.0
Screenshot (719).png,images/Screenshot (719).png,Image,png,image/png,220475,215.31,0.21,1920.0,1080.0,,,,,,,,,,,
2F73J4NP2YHKVISKHDIDJ7RGPDKTQZ7D.docx,Docx/Docx/2F73J4NP2YHKVISKHDIDJ7RGPDKTQZ7D.docx,Document,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,43946,42.92,0.04,,,,,,,,,43946.0,,,,
FSZZW6LXFYIZLWSPDS3LUIYELMYHQLUI.pdf,Pdf/FSZZW6LXFYIZLWSPDS3LUIYELMYHQLUI.pdf,Document,pdf,application/pdf,225235,219.96,0.21,,,,,,,,5.0,22523.0,,,,
188936861.cpp,code/188936861.cpp,Code,cpp,text/x-c++,2016,1.97,0.0,,,,,,,,,,197.0,1918.0,21.0,99.0
166472405.java,code/1436/B/166472405.java,Code,java,text/x-java-source,11941,11.66,0.01,,,,,,,,,,821.0,11531.0,54.0,417.0
Screenshot (714).png,images/Screenshot (714).png,Image,png,image/png,119029,116.24,0.11,1920.0,1080.0,,,,,,,,,,,
video_060.mp4,Video/video_060.mp4,Video,mp4,video/mp4,8975411,8765.05,8.56,1920.0,1036.0,30.03,23.98,,,,,,,,,
100265542.py,code/1457/D/100265542.py,Code,py,text/x-python,919,0.9,0.0,,,,,,,,,,63.0,888.0,0.0,34.0
346.wav,audio/346.wav,Audio,wav,audio/wav,396332,387.04,0.38,,,2.25,,pcm_s16le,44100.0,2.0,,,,,,
96912073.java,code/1437/G/96912073.java,Code,java,text/x-java-source,24333,23.76,0.02,,,,,,,,,,2100.0,23117.0,25.0,1167.0
151443568.java,code/1451/C/151443568.java,Code,java,text/x-java-source,13841,13.52,0.01,,,,,,,,,,1234.0,13224.0,35.0,778.0
WLBI5UV3QEOKUAGIT73FRZZFM6NRCROL.docx,Docx/Docx/WLBI5UV3QEOKUAGIT73FRZZFM6NRCROL.docx,Document,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,37088,36.22,0.04,,,,,,,,,37088.0,,,,
Screenshot (730).png,images/Screenshot (730).png,Image,png,image/png,310324,303.05,0.3,1920.0,1080.0,,,,,,,,,,,
video_005.mp4,Video/video_005.mp4,Video,mp4,video/mp4,16936447,16539.5,16.15,1920.0,1036.0,29.99,23.98,,,,,,,,,
223.wav,audio/223.wav,Audio,wav,audio/wav,557612,544.54,0.53,,,3.16,,pcm_s16le,44100.0,2.0,,,,,,
134814836.java,code/134814836.java,Code,java,text/x-java-source,8097,7.91,0.01,,,,,,,,,,249.0,7849.0,18.0,38.0
164224579.py,code/1506/B/164224579.py,Code,py,text/x-python,427,0.42,0.0,,,,,,,,,,34.0,410.0,0.0,17.0
157868964.py,code/1433/G/157868964.py,Code,py,text/x-python,2080,2.03,0.0,,,,,,,,,,153.0,1968.0,9.0,83.0
O4Z3IEED7ROYYCKDRARK2BBHSZGR4M5Y.docx,Docx/Docx/O4Z3IEED7ROYYCKDRARK2BBHSZGR4M5Y.docx,Document,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,940694,918.65,0.9,,,,,,,,,940694.0,,,,
JQTLTBNFMLOTJNAZWAJGUYXUWJ42X5WM.docx,Docx/Docx/JQTLTBNFMLOTJNAZWAJGUYXUWJ42X5WM.docx,Document,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,37569,36.69,0.04,,,,,,,,,37569.0,,,,
5LJK3WBGEWURVXHBKF7FQP32FD7C7FQO.pdf,Pdf/5LJK3WBGEWURVXHBKF7FQP32FD7C7FQO.pdf,Document,pdf,application/pdf,93276,91.09,0.09,,,,,,,,1.0,9327.0,,,,
Screenshot (467).png,images/Screenshot (467).png,Image,png,image/png,678849,662.94,0.65,1920.0,1080.0,,,,,,,,,,,
118026038.java,code/1497/E2/118026038.java,Code,java,text/x-java-source,1619,1.58,0.0,,,,,,,,,,103.0,1568.0,0.0,52.0
118475029.java,code/1535/E/118475029.java,Code,java,text/x-java-source,4722,4.61,0.0,,,,,,,,,,320.0,4562.0,4.0,179.0
295.wav,audio/295.wav,Audio,wav,audio/wav,423980,414.04,0.4,,,2.4,,pcm_s16le,44100.0,2.0,,,,,,
3RFOUAJS2LT6ZCT3K6C2SXFMNCJHTP5Q.pdf,Pdf/3RFOUAJS2LT6ZCT3K6C2SXFMNCJHTP5Q.pdf,Document,pdf,application/pdf,239492,233.88,0.23,,,,,,,,3.0,23949.0,,,,
190210747.cpp,code/190210747.cpp,Code,cpp,text/x-c++,3024,2.95,0.0,,,,,,,,,,210.0,2919.0,6.0,115.0
110672903.java,code/1483/D/110672903.java,Code,java,text/x-java-source,10483,10.24,0.01,,,,,,,,,,650.0,10158.0,6.0,367.0
ZDFWMKCHQYHS6FUNM6VG6IBZUGFGRP2Z.docx,Docx/Docx/ZDFWMKCHQYHS6FUNM6VG6IBZUGFGRP2Z.docx,Document,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,41460,40.49,0.04,,,,,,,,,41460.0,,,,
323.wav,audio/323.wav,Audio,wav,audio/wav,1990714,1944.06,1.9,,,2.82,,pcm_f64le,44100.0,2.0,,,,,,
f55a8d69c6047f9037f79225c367766987e25f2b.docx,Docx/Docx/f55a8d69c6047f9037f79225c367766987e25f2b.docx,Document,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,169763,165.78,0.16,,,,,,,,,169763.0,,,,
147633886.cpp,code/1483/B/147633886.cpp,Code,cpp,text/x-c++,3322,3.24,0.0,,,,,,,,,,99.0,3224.0,30.0,6.0
5PFVA6CO2FP66IJYJJ4YMWOLK5EHRCCD.pdf,Pdf/5PFVA6CO2FP66IJYJJ4YMWOLK5EHRCCD.pdf,Document,pdf,application/pdf,243510,237.8,0.23,,,,,,,,3.0,24351.0,,,,
163450851.java,code/1497/C1/163450851.java,Code,java,text/x-java-source,963,0.94,0.0,,,,,,,,,,92.0,917.0,0.0,50.0
166350226.cpp,code/1430/D/166350226.cpp,Code,cpp,text/x-c++,1268,1.24,0.0,,,,,,,,,,126.0,1205.0,2.0,63.0
Screenshot (718).png,images/Screenshot (718).png,Image,png,image/png,231341,225.92,0.22,1920.0,1080.0,,,,,,,,,,,
536b64435024c919d6b4c3f5819a889d0607f349 (1).pdf,Pdf/536b64435024c919d6b4c3f5819a889d0607f349 (1).pdf,Document,pdf,application/pdf,197107,192.49,0.19,,,,,,,,7.0,19710.0,,,,
video_016.mp4,Video/video_016.mp4,Video,mp4,video/mp4,27401037,26758.83,26.13,1920.0,1036.0,29.99,23.98,,,,,,,,,
NM76DD2NN5OG5VHK5TQMZV3OO3T6UDAK.pdf,Pdf/NM76DD2NN5OG5VHK5TQMZV3OO3T6UDAK.pdf,Document,pdf,application/pdf,33422,32.64,0.03,,,,,,,,2.0,3342.0,,,,
145677233.java,code/1492/B/145677233.java,Code,java,text/x-java-source,2370,2.31,0.0,,,,,,,,,,196.0,2272.0,1.0,110.0
fsi-2007.doc,Doc/Doc/fsi-2007.doc,Document,doc,application/msword,43387,42.37,0.04,,,,,,,,,43387.0,,,,
83753336.java,code/83753336.java,Code,java,text/x-java-source,4052,3.96,0.0,,,,,,,,,,282.0,3911.0,1.0,157.0
XIQ3WFVYEVSMKJN2WPNDW74W26YD3PPG.pdf,Pdf/XIQ3WFVYEVSMKJN2WPNDW74W26YD3PPG.pdf,Document,pdf,application/pdf,202625,197.88,0.19,,,,,,,,10.0,20262.0,,,,
215.wav,audio/215.wav,Audio,wav,audio/wav,1400890,1368.06,1.34,,,1.99,,pcm_f64le,44100.0,2.0,,,,,,
video_074.mp4,Video/video_074.mp4,Video,mp4,video/mp4,21028204,20535.36,20.05,1920.0,1036.0,29.99,23.98,,,,,,,,,
video_028.mp4,Video/video_028.mp4,Video,mp4,video/mp4,17775466,17358.85,16.95,1920.0,1036.0,30.03,23.98,,,,,,,,,
