filename,relative_path,category,extension,mime_type,file_size_bytes,file_size_kb,file_size_mb,width,height,duration_seconds,fps,codec,sample_rate,channels,page_count,text_length,line_count,character_count,comment_line_count,blank_line_count
157955928.py,code/157955928.py,Code,py,text/x-python,1522,1.49,0.0,,,,,,,,,,111,1467,0,58
157963033.java,code/157963033.java,Code,java,text/x-java-source,1519,1.48,0.0,,,,,,,,,,102,1468,3,56
157977976.java,code/157977976.java,Code,java,text/x-java-source,960,0.94,0.0,,,,,,,,,,68,926,0,38
157978566.java,code/157978566.java,Code,java,text/x-java-source,1839,1.8,0.0,,,,,,,,,,103,1788,0,51
157979593.java,code/157979593.java,Code,java,text/x-java-source,2743,2.68,0.0,,,,,,,,,,320,2583,0,198
157985062.java,code/157985062.java,Code,java,text/x-java-source,811,0.79,0.0,,,,,,,,,,55,784,3,29
157992683.java,code/157992683.java,Code,java,text/x-java-source,1343,1.31,0.0,,,,,,,,,,93,1297,3,49
157996329.py,code/157996329.py,Code,py,text/x-python,302,0.29,0.0,,,,,,,,,,23,291,5,15
158117565.java,code/158117565.java,Code,java,text/x-java-source,7047,6.88,0.01,,,,,,,,,,456,6819,2,285
158118010.java,code/158118010.java,Code,java,text/x-java-source,7055,6.89,0.01,,,,,,,,,,460,6825,2,287
158119301.py,code/158119301.py,Code,py,text/x-python,427,0.42,0.0,,,,,,,,,,37,409,0,19
158121494.java,code/158121494.java,Code,java,text/x-java-source,3786,3.7,0.0,,,,,,,,,,137,3650,2,19
158121937.java,code/158121937.java,Code,java,text/x-java-source,3749,3.66,0.0,,,,,,,,,,139,3611,2,22
158122093.java,code/158122093.java,Code,java,text/x-java-source,3792,3.7,0.0,,,,,,,,,,141,3652,2,22
158122401.java,code/158122401.java,Code,java,text/x-java-source,3737,3.65,0.0,,,,,,,,,,139,3599,2,22
158122961.java,code/158122961.java,Code,java,text/x-java-source,3770,3.68,0.0,,,,,,,,,,132,3639,2,18
158123373.java,code/158123373.java,Code,java,text/x-java-source,3597,3.51,0.0,,,,,,,,,,116,3482,4,14
158123448.java,code/158123448.java,Code,java,text/x-java-source,3597,3.51,0.0,,,,,,,,,,116,3482,4,14
158123525.java,code/158123525.java,Code,java,text/x-java-source,3537,3.45,0.0,,,,,,,,,,114,3424,4,14
158128812.cpp,code/158128812.cpp,Code,cpp,text/x-c++,620,0.61,0.0,,,,,,,,,,62,589,2,31
158130440.py,code/158130440.py,Code,py,text/x-python,1347,1.32,0.0,,,,,,,,,,119,1288,2,77
158132485.java,code/158132485.java,Code,java,text/x-java-source,4228,4.13,0.0,,,,,,,,,,362,4047,6,222
158142375.java,code/158142375.java,Code,java,text/x-java-source,7902,7.72,0.01,,,,,,,,,,510,7647,2,312
158246326.java,code/158246326.java,Code,java,text/x-java-source,3664,3.58,0.0,,,,,,,,,,222,3553,2,115
158251788.py,code/158251788.py,Code,py,text/x-python,933,0.91,0.0,,,,,,,,,,80,893,0,47
158275074.java,code/158275074.java,Code,java,text/x-java-source,3622,3.54,0.0,,,,,,,,,,203,3521,0,101
158283449.java,code/158283449.java,Code,java,text/x-java-source,536,0.52,0.0,,,,,,,,,,49,512,0,24
158295266.java,code/158295266.java,Code,java,text/x-java-source,2979,2.91,0.0,,,,,,,,,,239,2860,2,147
158295952.java,code/158295952.java,Code,java,text/x-java-source,2650,2.59,0.0,,,,,,,,,,259,2521,0,172
158296740.java,code/158296740.java,Code,java,text/x-java-source,1288,1.26,0.0,,,,,,,,,,85,1246,0,48
158303818.java,code/158303818.java,Code,java,text/x-java-source,774,0.76,0.0,,,,,,,,,,57,746,3,30
158306857.py,code/158306857.py,Code,py,text/x-python,2820,2.75,0.0,,,,,,,,,,165,2738,1,83
158312711.java,code/158312711.java,Code,java,text/x-java-source,4298,4.2,0.0,,,,,,,,,,179,4119,4,26
158313271.java,code/158313271.java,Code,java,text/x-java-source,1613,1.58,0.0,,,,,,,,,,107,1560,0,60
158319754.java,code/158319754.java,Code,java,text/x-java-source,6675,6.52,0.01,,,,,,,,,,442,6454,2,276
158321018.java,code/158321018.java,Code,java,text/x-java-source,5104,4.98,0.0,,,,,,,,,,427,4891,6,246
158321180.java,code/158321180.java,Code,java,text/x-java-source,1116,1.09,0.0,,,,,,,,,,41,1076,0,5
158330017.java,code/158330017.java,Code,java,text/x-java-source,37012,36.14,0.04,,,,,,,,,,2613,35706,60,1499
158334462.java,code/158334462.java,Code,java,text/x-java-source,1126,1.1,0.0,,,,,,,,,,76,1088,6,41
158335871.java,code/158335871.java,Code,java,text/x-java-source,14953,14.6,0.01,,,,,,,,,,1087,14410,82,618
158336350.java,code/158336350.java,Code,java,text/x-java-source,8811,8.6,0.01,,,,,,,,,,530,8546,28,294
158337447.py,code/158337447.py,Code,py,text/x-python,3093,3.02,0.0,,,,,,,,,,195,2996,1,103
158337546.java,code/158337546.java,Code,java,text/x-java-source,15158,14.8,0.01,,,,,,,,,,1095,14611,82,622
158346047.cpp,code/158346047.cpp,Code,cpp,text/x-c++,5027,4.91,0.0,,,,,,,,,,163,4864,34,3
158365154.java,code/158365154.java,Code,java,text/x-java-source,3443,3.36,0.0,,,,,,,,,,146,3297,4,24
158378501.java,code/158378501.java,Code,java,text/x-java-source,702,0.69,0.0,,,,,,,,,,47,679,0,25
158380648.java,code/158380648.java,Code,java,text/x-java-source,3491,3.41,0.0,,,,,,,,,,202,3390,2,106
158383770.java,code/158383770.java,Code,java,text/x-java-source,1451,1.42,0.0,,,,,,,,,,96,1403,8,51
158389170.java,code/158389170.java,Code,java,text/x-java-source,4860,4.75,0.0,,,,,,,,,,197,4663,4,29
158391954.py,code/158391954.py,Code,py,text/x-python,932,0.91,0.0,,,,,,,,,,84,890,0,46
158392256.java,code/158392256.java,Code,java,text/x-java-source,15911,15.54,0.02,,,,,,,,,,1147,15338,83,652
158392348.cpp,code/158392348.cpp,Code,cpp,text/x-c++,1320,1.29,0.0,,,,,,,,,,121,1260,4,60
158395192.java,code/158395192.java,Code,java,text/x-java-source,1735,1.69,0.0,,,,,,,,,,113,1679,0,63
158398097.py,code/158398097.py,Code,py,text/x-python,3443,3.36,0.0,,,,,,,,,,245,3321,4,140
158401296.java,code/158401296.java,Code,java,text/x-java-source,1887,1.84,0.0,,,,,,,,,,129,1823,4,73
158402122.java,code/158402122.java,Code,java,text/x-java-source,14413,14.08,0.01,,,,,,,,,,1057,13885,84,602
158402965.java,code/158402965.java,Code,java,text/x-java-source,1498,1.46,0.0,,,,,,,,,,90,1453,0,54
158408071.py,code/158408071.py,Code,py,text/x-python,496,0.48,0.0,,,,,,,,,,25,472,0,5
158409752.java,code/158409752.java,Code,java,text/x-java-source,995,0.97,0.0,,,,,,,,,,77,957,0,38
158498644.java,code/158498644.java,Code,java,text/x-java-source,19654,19.19,0.02,,,,,,,,,,1319,18995,138,750
158498756.java,code/158498756.java,Code,java,text/x-java-source,19636,19.18,0.02,,,,,,,,,,1319,18977,138,750
158501250.py,code/158501250.py,Code,py,text/x-python,10733,10.48,0.01,,,,,,,,,,647,10410,23,374
158501746.py,code/158501746.py,Code,py,text/x-python,2683,2.62,0.0,,,,,,,,,,175,2596,1,100
158503163.java,code/158503163.java,Code,java,text/x-java-source,2551,2.49,0.0,,,,,,,,,,74,2477,5,5
158503499.java,code/158503499.java,Code,java,text/x-java-source,2492,2.43,0.0,,,,,,,,,,72,2420,5,5
158505492.py,code/158505492.py,Code,py,text/x-python,2489,2.43,0.0,,,,,,,,,,190,2394,4,124
158509315.java,code/158509315.java,Code,java,text/x-java-source,4029,3.93,0.0,,,,,,,,,,172,3857,4,28
158514887.java,code/158514887.java,Code,java,text/x-java-source,5623,5.49,0.01,,,,,,,,,,617,5315,6,406
158517783.py,code/158517783.py,Code,py,text/x-python,497,0.49,0.0,,,,,,,,,,53,471,1,30
158519092.cpp,code/158519092.cpp,Code,cpp,text/x-c++,990,0.97,0.0,,,,,,,,,,52,939,6,10
158523900.java,code/158523900.java,Code,java,text/x-java-source,1039,1.01,0.0,,,,,,,,,,65,1007,0,37
158525823.java,code/158525823.java,Code,java,text/x-java-source,12431,12.14,0.01,,,,,,,,,,768,12047,1,395
158535220.py,code/158535220.py,Code,py,text/x-python,2795,2.73,0.0,,,,,,,,,,165,2713,3,85
158535484.java,code/158535484.java,Code,java,text/x-java-source,7917,7.73,0.01,,,,,,,,,,568,7633,15,335
158536863.py,code/158536863.py,Code,py,text/x-python,3491,3.41,0.0,,,,,,,,,,236,3373,7,138
158537921.py,code/158537921.py,Code,py,text/x-python,4665,4.56,0.0,,,,,,,,,,349,4491,1,201
158547714.java,code/158547714.java,Code,java,text/x-java-source,7468,7.29,0.01,,,,,,,,,,722,7107,3,437
158571964.java,code/158571964.java,Code,java,text/x-java-source,1913,1.87,0.0,,,,,,,,,,68,1845,4,7
158572277.py,code/158572277.py,Code,py,text/x-python,2117,2.07,0.0,,,,,,,,,,183,2026,6,114
158575481.py,code/158575481.py,Code,py,text/x-python,3942,3.85,0.0,,,,,,,,,,245,3820,4,138
158576605.py,code/158576605.py,Code,py,text/x-python,291,0.28,0.0,,,,,,,,,,22,280,0,11
158582787.py,code/158582787.py,Code,py,text/x-python,2690,2.63,0.0,,,,,,,,,,177,2602,1,102
158587418.py,code/158587418.py,Code,py,text/x-python,2642,2.58,0.0,,,,,,,,,,165,2560,1,95
158588631.py,code/158588631.py,Code,py,text/x-python,3431,3.35,0.0,,,,,,,,,,240,3311,15,157
158590785.java,code/158590785.java,Code,java,text/x-java-source,646,0.63,0.0,,,,,,,,,,34,612,0,2
158591686.java,code/158591686.java,Code,java,text/x-java-source,2335,2.28,0.0,,,,,,,,,,174,2248,1,99
158598542.cpp,code/158598542.cpp,Code,cpp,text/x-c++,1033,1.01,0.0,,,,,,,,,,107,980,3,54
158602104.java,code/158602104.java,Code,java,text/x-java-source,7474,7.3,0.01,,,,,,,,,,609,7170,4,328
158620211.py,code/158620211.py,Code,py,text/x-python,2003,1.96,0.0,,,,,,,,,,211,1898,7,134
158621056.java,code/158621056.java,Code,java,text/x-java-source,37203,36.33,0.04,,,,,,,,,,2617,35895,61,1499
158624815.py,code/158624815.py,Code,py,text/x-python,3855,3.76,0.0,,,,,,,,,,255,3728,2,149
158628927.py,code/158628927.py,Code,py,text/x-python,3399,3.32,0.0,,,,,,,,,,216,3291,2,122
158631204.java,code/158631204.java,Code,java,text/x-java-source,9245,9.03,0.01,,,,,,,,,,614,8938,53,333
158636331.java,code/158636331.java,Code,java,text/x-java-source,701,0.68,0.0,,,,,,,,,,74,664,1,39
158639831.py,code/158639831.py,Code,py,text/x-python,1446,1.41,0.0,,,,,,,,,,126,1383,0,80
158639839.java,code/158639839.java,Code,java,text/x-java-source,979,0.96,0.0,,,,,,,,,,78,940,0,40
158640896.java,code/158640896.java,Code,java,text/x-java-source,868,0.85,0.0,,,,,,,,,,64,836,0,37
158641169.py,code/158641169.py,Code,py,text/x-python,591,0.58,0.0,,,,,,,,,,54,564,1,31
158641559.py,code/158641559.py,Code,py,text/x-python,1404,1.37,0.0,,,,,,,,,,120,1344,0,76
158642229.java,code/158642229.java,Code,java,text/x-java-source,533,0.52,0.0,,,,,,,,,,54,506,0,29
158657396.java,code/158657396.java,Code,java,text/x-java-source,4789,4.68,0.0,,,,,,,,,,188,4601,4,24
158658044.java,code/158658044.java,Code,java,text/x-java-source,3504,3.42,0.0,,,,,,,,,,146,3358,4,19
158659144.py,code/158659144.py,Code,py,text/x-python,3772,3.68,0.0,,,,,,,,,,227,3659,1,126
158659439.java,code/158659439.java,Code,java,text/x-java-source,3567,3.48,0.0,,,,,,,,,,121,3446,4,17
158659545.java,code/158659545.java,Code,java,text/x-java-source,1641,1.6,0.0,,,,,,,,,,111,1586,0,61
158659548.java,code/158659548.java,Code,java,text/x-java-source,4231,4.13,0.0,,,,,,,,,,182,4049,4,25
158659640.java,code/158659640.java,Code,java,text/x-java-source,1597,1.56,0.0,,,,,,,,,,111,1542,0,61
158664056.cpp,code/158664056.cpp,Code,cpp,text/x-c++,2219,2.17,0.0,,,,,,,,,,163,2028,24,95
158665249.java,code/158665249.java,Code,java,text/x-java-source,1676,1.64,0.0,,,,,,,,,,105,1624,0,56
158666139.java,code/158666139.java,Code,java,text/x-java-source,1604,1.57,0.0,,,,,,,,,,116,1546,0,68
158676909.py,code/158676909.py,Code,py,text/x-python,3286,3.21,0.0,,,,,,,,,,214,3179,1,126
158758149.cpp,code/158758149.cpp,Code,cpp,text/x-c++,1616,1.58,0.0,,,,,,,,,,134,1549,3,73
158758919.cpp,code/158758919.cpp,Code,cpp,text/x-c++,2640,2.58,0.0,,,,,,,,,,244,2518,10,144
158778646.java,code/158778646.java,Code,java,text/x-java-source,919,0.9,0.0,,,,,,,,,,59,890,0,35
158784121.py,code/158784121.py,Code,py,text/x-python,559,0.55,0.0,,,,,,,,,,11,554,0,6
158794911.java,code/158794911.java,Code,java,text/x-java-source,7961,7.77,0.01,,,,,,,,,,649,7637,4,348
158795057.java,code/158795057.java,Code,java,text/x-java-source,14483,14.14,0.01,,,,,,,,,,948,14009,61,563
158796036.java,code/158796036.java,Code,java,text/x-java-source,2225,2.17,0.0,,,,,,,,,,127,2162,0,71
158800147.java,code/158800147.java,Code,java,text/x-java-source,7212,7.04,0.01,,,,,,,,,,476,6974,2,295
158801735.py,code/158801735.py,Code,py,text/x-python,1423,1.39,0.0,,,,,,,,,,119,1364,0,61
158805989.py,code/158805989.py,Code,py,text/x-python,126,0.12,0.0,,,,,,,,,,11,121,0,5
158810508.cpp,code/158810508.cpp,Code,cpp,text/x-c++,3986,3.89,0.0,,,,,,,,,,255,3859,22,142
158814976.java,code/158814976.java,Code,java,text/x-java-source,2275,2.22,0.0,,,,,,,,,,154,2198,1,89
158817631.java,code/158817631.java,Code,java,text/x-java-source,791,0.77,0.0,,,,,,,,,,112,735,2,69
158818690.java,code/158818690.java,Code,java,text/x-java-source,1148,1.12,0.0,,,,,,,,,,81,1108,0,48
158819123.java,code/158819123.java,Code,java,text/x-java-source,1747,1.71,0.0,,,,,,,,,,58,1690,5,4
158824420.py,code/158824420.py,Code,py,text/x-python,968,0.95,0.0,,,,,,,,,,92,922,0,64
158825326.py,code/158825326.py,Code,py,text/x-python,1437,1.4,0.0,,,,,,,,,,137,1369,1,73
158829626.cpp,code/158829626.cpp,Code,cpp,text/x-c++,1549,1.51,0.0,,,,,,,,,,126,1486,3,70
158846930.py,code/158846930.py,Code,py,text/x-python,1442,1.41,0.0,,,,,,,,,,113,1386,0,56
158849375.java,code/158849375.java,Code,java,text/x-java-source,5343,5.22,0.01,,,,,,,,,,481,5103,3,242
158856021.java,code/158856021.java,Code,java,text/x-java-source,12447,12.16,0.01,,,,,,,,,,909,11993,61,526
158858668.py,code/158858668.py,Code,py,text/x-python,374,0.37,0.0,,,,,,,,,,36,356,0,21
158858885.java,code/158858885.java,Code,java,text/x-java-source,12020,11.74,0.01,,,,,,,,,,891,11575,61,519
158859457.py,code/158859457.py,Code,py,text/x-python,885,0.86,0.0,,,,,,,,,,68,851,0,42
158859545.py,code/158859545.py,Code,py,text/x-python,5884,5.75,0.01,,,,,,,,,,410,5679,22,272
158861186.cpp,code/158861186.cpp,Code,cpp,text/x-c++,3161,3.09,0.0,,,,,,,,,,302,3010,5,170
158863958.java,code/158863958.java,Code,java,text/x-java-source,6074,5.93,0.01,,,,,,,,,,208,5866,10,35
158868722.java,code/158868722.java,Code,java,text/x-java-source,1242,1.21,0.0,,,,,,,,,,75,1205,0,38
158870022.cpp,code/158870022.cpp,Code,cpp,text/x-c++,4976,4.86,0.0,,,,,,,,,,307,4823,40,164
158870332.py,code/158870332.py,Code,py,text/x-python,230,0.22,0.0,,,,,,,,,,12,218,0,2
158873412.py,code/158873412.py,Code,py,text/x-python,145,0.14,0.0,,,,,,,,,,13,139,0,6
158874118.java,code/158874118.java,Code,java,text/x-java-source,3285,3.21,0.0,,,,,,,,,,261,3155,8,156
158876777.java,code/158876777.java,Code,java,text/x-java-source,7921,7.74,0.01,,,,,,,,,,645,7599,4,346
158879682.py,code/158879682.py,Code,py,text/x-python,377,0.37,0.0,,,,,,,,,,41,357,0,22
158886149.py,code/158886149.py,Code,py,text/x-python,1227,1.2,0.0,,,,,,,,,,113,1171,0,69
158891048.java,code/158891048.java,Code,java,text/x-java-source,7901,7.72,0.01,,,,,,,,,,524,7639,48,283
158891323.java,code/158891323.java,Code,java,text/x-java-source,9132,8.92,0.01,,,,,,,,,,592,8836,41,319
158894198.py,code/158894198.py,Code,py,text/x-python,493,0.48,0.0,,,,,,,,,,46,470,0,30
158899743.py,code/158899743.py,Code,py,text/x-python,1716,1.68,0.0,,,,,,,,,,109,1662,0,57
158912549.cpp,code/158912549.cpp,Code,cpp,text/x-c++,1394,1.36,0.0,,,,,,,,,,124,1332,9,67
158912894.java,code/158912894.java,Code,java,text/x-java-source,3111,3.04,0.0,,,,,,,,,,181,3021,0,90
158912980.cpp,code/158912980.cpp,Code,cpp,text/x-c++,1021,1.0,0.0,,,,,,,,,,98,972,9,52
158920760.java,code/158920760.java,Code,java,text/x-java-source,3221,3.15,0.0,,,,,,,,,,313,3025,1,170
158929425.py,code/158929425.py,Code,py,text/x-python,611,0.6,0.0,,,,,,,,,,49,587,0,30
158934092.py,code/158934092.py,Code,py,text/x-python,571,0.56,0.0,,,,,,,,,,56,543,0,28
158962419.cpp,code/158962419.cpp,Code,cpp,text/x-c++,3765,3.68,0.0,,,,,,,,,,365,3583,11,189
158964380.py,code/158964380.py,Code,py,text/x-python,283,0.28,0.0,,,,,,,,,,10,274,0,1
158970473.java,code/158970473.java,Code,java,text/x-java-source,952,0.93,0.0,,,,,,,,,,57,924,0,32
158972132.java,code/158972132.java,Code,java,text/x-java-source,2810,2.74,0.0,,,,,,,,,,145,2666,1,52
158972688.cpp,code/158972688.cpp,Code,cpp,text/x-c++,2253,2.2,0.0,,,,,,,,,,106,2147,12,23
158973678.java,code/158973678.java,Code,java,text/x-java-source,569,0.56,0.0,,,,,,,,,,54,542,0,30
158976911.py,code/158976911.py,Code,py,text/x-python,534,0.52,0.0,,,,,,,,,,57,506,0,28
158979284.py,code/158979284.py,Code,py,text/x-python,463,0.45,0.0,,,,,,,,,,43,442,0,22
158980449.java,code/158980449.java,Code,java,text/x-java-source,652,0.64,0.0,,,,,,,,,,60,622,0,34
159023177.java,code/159023177.java,Code,java,text/x-java-source,5110,4.99,0.0,,,,,,,,,,264,4847,9,44
159047948.java,code/159047948.java,Code,java,text/x-java-source,1486,1.45,0.0,,,,,,,,,,95,1439,0,51
159125884.java,code/159125884.java,Code,java,text/x-java-source,12782,12.48,0.01,,,,,,,,,,611,12477,230,316
159125987.java,code/159125987.java,Code,java,text/x-java-source,12801,12.5,0.01,,,,,,,,,,613,12495,230,317
159132554.java,code/159132554.java,Code,java,text/x-java-source,6150,6.01,0.01,,,,,,,,,,191,5959,4,22
159137386.java,code/159137386.java,Code,java,text/x-java-source,474,0.46,0.0,,,,,,,,,,33,458,0,16
159138939.java,code/159138939.java,Code,java,text/x-java-source,34974,34.15,0.03,,,,,,,,,,2461,33744,58,1409
159153645.java,code/159153645.java,Code,java,text/x-java-source,7463,7.29,0.01,,,,,,,,,,500,7213,2,308
159169794.py,code/159169794.py,Code,py,text/x-python,4963,4.85,0.0,,,,,,,,,,379,4774,2,216
159177454.cpp,code/159177454.cpp,Code,cpp,text/x-c++,2862,2.79,0.0,,,,,,,,,,161,2782,12,82
159184646.py,code/159184646.py,Code,py,text/x-python,295,0.29,0.0,,,,,,,,,,21,285,0,10
159185757.java,code/159185757.java,Code,java,text/x-java-source,3499,3.42,0.0,,,,,,,,,,115,3384,4,15
159185801.java,code/159185801.java,Code,java,text/x-java-source,3273,3.2,0.0,,,,,,,,,,108,3165,4,16
159195006.java,code/159195006.java,Code,java,text/x-java-source,2598,2.54,0.0,,,,,,,,,,180,2508,5,93
159205814.java,code/159205814.java,Code,java,text/x-java-source,12459,12.17,0.01,,,,,,,,,,910,12004,15,510
159207136.java,code/159207136.java,Code,java,text/x-java-source,12196,11.91,0.01,,,,,,,,,,911,11741,60,532
159208958.java,code/159208958.java,Code,java,text/x-java-source,4249,4.15,0.0,,,,,,,,,,172,4077,4,23
159209490.java,code/159209490.java,Code,java,text/x-java-source,12901,12.6,0.01,,,,,,,,,,937,12433,60,540
159213032.py,code/159213032.py,Code,py,text/x-python,327,0.32,0.0,,,,,,,,,,35,310,0,18
159224057.java,code/159224057.java,Code,java,text/x-java-source,7860,7.68,0.01,,,,,,,,,,655,7533,4,352
159228536.java,code/159228536.java,Code,java,text/x-java-source,8466,8.27,0.01,,,,,,,,,,590,8171,0,346
159228606.py,code/159228606.py,Code,py,text/x-python,343,0.33,0.0,,,,,,,,,,23,332,0,11
159231985.java,code/159231985.java,Code,java,text/x-java-source,8319,8.12,0.01,,,,,,,,,,588,8025,1,344
159243577.java,code/159243577.java,Code,java,text/x-java-source,1162,1.13,0.0,,,,,,,,,,76,1124,0,44
159248094.py,code/159248094.py,Code,py,text/x-python,947,0.92,0.0,,,,,,,,,,36,947,6,4
159254288.py,code/159254288.py,Code,py,text/x-python,921,0.9,0.0,,,,,,,,,,78,882,0,40
159280709.py,code/159280709.py,Code,py,text/x-python,921,0.9,0.0,,,,,,,,,,42,880,0,11
159287325.java,code/159287325.java,Code,java,text/x-java-source,2395,2.34,0.0,,,,,,,,,,181,2305,0,105
159290452.py,code/159290452.py,Code,py,text/x-python,1835,1.79,0.0,,,,,,,,,,163,1754,1,93
159298789.cpp,code/159298789.cpp,Code,cpp,text/x-c++,2487,2.43,0.0,,,,,,,,,,137,2419,3,68
159298870.py,code/159298870.py,Code,py,text/x-python,1281,1.25,0.0,,,,,,,,,,81,1241,5,45
159299149.java,code/159299149.java,Code,java,text/x-java-source,1412,1.38,0.0,,,,,,,,,,37,1375,0,1
159301708.java,code/159301708.java,Code,java,text/x-java-source,3606,3.52,0.0,,,,,,,,,,122,3484,4,21
159303244.java,code/159303244.java,Code,java,text/x-java-source,3407,3.33,0.0,,,,,,,,,,142,3265,4,21
159307130.py,code/159307130.py,Code,py,text/x-python,867,0.85,0.0,,,,,,,,,,30,838,7,0
159310911.java,code/159310911.java,Code,java,text/x-java-source,7959,7.77,0.01,,,,,,,,,,530,7694,2,331
159311612.py,code/159311612.py,Code,py,text/x-python,243,0.24,0.0,,,,,,,,,,21,233,0,10
159319852.java,code/159319852.java,Code,java,text/x-java-source,576,0.56,0.0,,,,,,,,,,37,558,0,20
159327160.py,code/159327160.py,Code,py,text/x-python,255,0.25,0.0,,,,,,,,,,21,245,0,11
159346061.cpp,code/159346061.cpp,Code,cpp,text/x-c++,3189,3.11,0.0,,,,,,,,,,232,3073,8,132
159346482.cpp,code/159346482.cpp,Code,cpp,text/x-c++,2785,2.72,0.0,,,,,,,,,,192,2689,8,108
159347949.cpp,code/159347949.cpp,Code,cpp,text/x-c++,2011,1.96,0.0,,,,,,,,,,156,1933,8,90
159348816.java,code/159348816.java,Code,java,text/x-java-source,13244,12.93,0.01,,,,,,,,,,985,12752,39,571
159430206.cpp,code/159430206.cpp,Code,cpp,text/x-c++,3542,3.46,0.0,,,,,,,,,,256,3414,34,135
159435257.py,code/159435257.py,Code,py,text/x-python,1019,1.0,0.0,,,,,,,,,,69,985,0,37
159447549.java,code/159447549.java,Code,java,text/x-java-source,7353,7.18,0.01,,,,,,,,,,490,7108,2,301
159458059.java,code/159458059.java,Code,java,text/x-java-source,12117,11.83,0.01,,,,,,,,,,919,11658,39,537
159458466.java,code/159458466.java,Code,java,text/x-java-source,13158,12.85,0.01,,,,,,,,,,985,12666,39,570
159463142.java,code/159463142.java,Code,java,text/x-java-source,15193,14.84,0.01,,,,,,,,,,1081,14653,40,621
159467478.java,code/159467478.java,Code,java,text/x-java-source,5008,4.89,0.0,,,,,,,,,,170,4838,4,21
159471480.java,code/159471480.java,Code,java,text/x-java-source,928,0.91,0.0,,,,,,,,,,86,885,3,45
159474918.java,code/159474918.java,Code,java,text/x-java-source,1672,1.63,0.0,,,,,,,,,,122,1611,0,75
159475645.java,code/159475645.java,Code,java,text/x-java-source,1015,0.99,0.0,,,,,,,,,,85,973,0,52
159476071.java,code/159476071.java,Code,java,text/x-java-source,2345,2.29,0.0,,,,,,,,,,170,2260,0,100
159477704.java,code/159477704.java,Code,java,text/x-java-source,12633,12.34,0.01,,,,,,,,,,955,12156,39,557
159478148.java,code/159478148.java,Code,java,text/x-java-source,4399,4.3,0.0,,,,,,,,,,339,4230,3,208
159478387.java,code/159478387.java,Code,java,text/x-java-source,2345,2.29,0.0,,,,,,,,,,164,2263,0,97
159484716.java,code/159484716.java,Code,java,text/x-java-source,3450,3.37,0.0,,,,,,,,,,267,3317,2,166
159489412.cpp,code/159489412.cpp,Code,cpp,text/x-c++,1375,1.34,0.0,,,,,,,,,,141,1305,4,73
159506271.cpp,code/159506271.cpp,Code,cpp,text/x-c++,6393,6.24,0.01,,,,,,,,,,534,6126,9,329
159507413.java,code/159507413.java,Code,java,text/x-java-source,48806,47.66,0.05,,,,,,,,,,3219,47197,22,1854
159514390.java,code/159514390.java,Code,java,text/x-java-source,2567,2.51,0.0,,,,,,,,,,177,2479,0,97
159519725.py,code/159519725.py,Code,py,text/x-python,5086,4.97,0.0,,,,,,,,,,391,4891,2,222
159527523.py,code/159527523.py,Code,py,text/x-python,1817,1.77,0.0,,,,,,,,,,164,1735,10,101
159528052.py,code/159528052.py,Code,py,text/x-python,5081,4.96,0.0,,,,,,,,,,395,4884,3,225
159530498.cpp,code/159530498.cpp,Code,cpp,text/x-c++,1413,1.38,0.0,,,,,,,,,,117,1355,1,58
159541498.py,code/159541498.py,Code,py,text/x-python,1624,1.59,0.0,,,,,,,,,,119,1565,6,67
159548245.py,code/159548245.py,Code,py,text/x-python,597,0.58,0.0,,,,,,,,,,65,565,0,32
159548986.py,code/159548986.py,Code,py,text/x-python,716,0.7,0.0,,,,,,,,,,54,689,0,28
159549016.java,code/159549016.java,Code,java,text/x-java-source,2821,2.75,0.0,,,,,,,,,,213,2715,0,122
159551900.java,code/159551900.java,Code,java,text/x-java-source,8899,8.69,0.01,,,,,,,,,,628,8585,1,367
159553917.cpp,code/159553917.cpp,Code,cpp,text/x-c++,993,0.97,0.0,,,,,,,,,,55,966,2,27
159560604.java,code/159560604.java,Code,java,text/x-java-source,2996,2.93,0.0,,,,,,,,,,136,2861,0,32
159560869.cpp,code/159560869.cpp,Code,cpp,text/x-c++,557,0.54,0.0,,,,,,,,,,49,533,1,24
159562429.cpp,code/159562429.cpp,Code,cpp,text/x-c++,1394,1.36,0.0,,,,,,,,,,131,1329,1,65
159565533.java,code/159565533.java,Code,java,text/x-java-source,9186,8.97,0.01,,,,,,,,,,646,8863,0,378
159573546.java,code/159573546.java,Code,java,text/x-java-source,8804,8.6,0.01,,,,,,,,,,636,8486,11,355
159574967.java,code/159574967.java,Code,java,text/x-java-source,2798,2.73,0.0,,,,,,,,,,207,2695,0,118
159577826.java,code/159577826.java,Code,java,text/x-java-source,2715,2.65,0.0,,,,,,,,,,122,2594,0,27
159587350.py,code/159587350.py,Code,py,text/x-python,589,0.58,0.0,,,,,,,,,,62,558,0,34
159589077.java,code/159589077.java,Code,java,text/x-java-source,49796,48.63,0.05,,,,,,,,,,3287,48153,22,1891
159591640.java,code/159591640.java,Code,java,text/x-java-source,470,0.46,0.0,,,,,,,,,,29,456,0,15
159594744.java,code/159594744.java,Code,java,text/x-java-source,2999,2.93,0.0,,,,,,,,,,107,2892,5,18
159595971.java,code/159595971.java,Code,java,text/x-java-source,1143,1.12,0.0,,,,,,,,,,71,1108,0,38
159596321.java,code/159596321.java,Code,java,text/x-java-source,1143,1.12,0.0,,,,,,,,,,71,1108,0,38
