file_size_mb,file_extension,upload_frequency,uploads_last_hour,uploads_last_24h,user_file_count,access_count,unique_ip_count,account_age_days,label
0.99,png,4.29,0,4,34,4,1,137,Normal
20.45,zip,9.31,25,58,238,25,1,182,Normal
415.21,zip,10.84,9,48,278,29,3,221,Suspicious
9.21,sh,28.19,11,31,840,24,2,199,Normal
25.76,docx,13.29,6,59,266,45,7,363,Suspicious
2.64,png,0.84,1,7,42,6,1,167,Normal
10.1,jpg,2.97,2,9,113,7,1,124,Normal
5.03,pdf,0.77,0,5,18,2,1,74,Normal
95.84,mp4,19.01,2,12,271,20,2,159,Normal
45.98,pdf,24.96,14,33,267,36,4,301,Suspicious
1.95,jpg,3.97,1,4,35,5,2,72,Normal
1.21,jpg,6.45,0,3,2,8,1,3,Normal
4.12,docx,2.67,1,9,83,3,1,190,Normal
8.95,pdf,3.96,1,9,36,3,3,253,Normal
6.99,txt,2.14,1,10,25,7,1,75,Normal
5.36,pdf,5.29,0,2,54,4,1,275,Normal
5.42,png,5.45,0,4,82,5,1,193,Normal
110.74,pdf,9.57,3,31,353,26,5,326,Normal
2.77,jpg,2.51,1,8,89,4,1,128,Normal
2.73,jpg,3.5,0,3,174,5,2,90,Normal
32.19,sh,27.68,14,29,192,23,4,664,Suspicious
17.73,zip,31.68,21,57,719,25,2,245,Normal
2.11,py,23.84,14,39,655,27,2,233,Normal
305.7,pdf,43.04,10,64,266,62,4,240,Suspicious
1.08,jpg,2.42,2,10,31,6,1,142,Normal
6.42,png,3.23,0,6,28,6,1,243,Normal
1.97,png,3.73,1,8,3,9,1,8,Normal
23.56,zip,10.32,8,62,169,24,6,120,Suspicious
1.56,pdf,4.96,0,4,22,7,1,172,Normal
0.71,py,29.5,5,23,611,14,1,162,Normal
8.59,pdf,5.16,0,8,25,7,1,124,Normal
33.19,mp4,70.84,41,213,86,34,8,16,Suspicious
3.67,png,1.75,0,5,71,7,1,211,Normal
6.33,py,14.05,14,42,166,25,5,604,Normal
3.37,png,3.19,1,7,91,7,2,136,Normal
5.89,png,2.08,0,5,159,7,2,219,Normal
1.22,pdf,3.07,0,8,25,4,1,150,Normal
17.23,png,0.28,0,7,33,9,1,125,Normal
403.83,mp4,7.52,1,17,156,9,1,235,Normal
2.5,png,1.06,1,10,26,8,1,119,Normal
1.28,png,2.87,0,3,19,8,1,234,Normal
18.5,js,15.25,3,41,458,26,2,116,Normal
217.9,mp4,5.35,2,16,160,14,2,214,Normal
6.47,pdf,6.49,0,8,154,4,1,91,Normal
10.18,pdf,10.45,5,11,5,6,1,9,Normal
4.02,py,19.46,6,54,810,22,2,255,Normal
2.16,xlsx,4.22,1,7,93,2,1,176,Normal
4.55,txt,1.57,1,7,58,5,1,214,Normal
0.62,txt,2.58,1,3,53,6,2,185,Normal
10.09,docx,9.44,3,11,6,6,3,0,Normal
8.67,pdf,2.53,0,5,130,6,1,178,Normal
0.59,jpg,5.61,1,7,144,7,1,204,Normal
4.98,jpg,8.44,3,6,6,9,1,3,Normal
4.13,png,10.88,0,7,8,5,1,0,Normal
59.36,png,32.98,5,36,794,38,4,537,Suspicious
281.81,png,17.17,1,7,120,9,1,340,Normal
0.84,png,2.81,0,4,121,3,2,193,Normal
1.37,jpg,1.6,2,12,8,6,1,8,Normal
1.92,docx,3.95,1,8,23,7,1,156,Normal
5.07,txt,13.55,13,35,243,19,3,155,Normal
2.07,json,31.18,10,36,1102,26,2,371,Normal
0.28,pdf,4.82,0,6,41,7,2,206,Normal
2.12,txt,1.7,0,2,76,4,1,212,Normal
14.17,jpg,2.43,0,5,281,4,1,220,Normal
1.58,txt,1.96,0,13,13,5,1,193,Normal
3.78,pdf,4.69,1,6,26,2,2,233,Normal
2.41,dll,18.78,7,46,403,17,3,507,Suspicious
5.92,png,5.98,0,6,8,6,1,4,Normal
4.82,pdf,3.94,1,4,186,6,1,90,Normal
118.32,zip,11.66,2,12,139,12,1,180,Normal
0.57,docx,2.17,2,5,67,3,1,285,Normal
4.82,png,3.82,3,8,41,6,1,119,Normal
3.13,pdf,7.96,0,6,4,8,1,6,Normal
14.52,jpg,3.04,0,9,8,9,1,1,Normal
419.11,jpg,17.21,3,11,295,9,1,173,Normal
1.53,docx,5.68,0,5,87,4,1,87,Normal
15.29,zip,56.91,30,121,16,31,4,19,Suspicious
54.44,zip,35.49,14,50,269,30,6,162,Suspicious
1.99,pdf,4.14,0,6,172,2,3,286,Normal
5.99,pdf,1.1,0,3,43,6,1,214,Normal
469.62,iso,37.98,11,61,216,53,3,254,Suspicious
11.36,sh,28.91,9,53,133,27,1,258,Normal
0.17,pdf,5.08,1,5,34,6,1,244,Normal
22.74,txt,35.92,11,25,754,27,1,226,Normal
361.47,mp4,16.96,16,46,130,33,2,194,Suspicious
28.09,zip,34.1,9,24,139,18,8,118,Suspicious
47.25,pdf,16.93,18,29,236,12,3,415,Suspicious
4.02,pdf,9.73,3,6,7,8,1,7,Normal
12.6,zip,10.49,29,65,594,24,2,189,Normal
4.61,csv,8.37,9,35,280,21,3,444,Normal
3.52,docx,0.97,0,5,34,5,2,303,Normal
0.42,jpg,7.77,1,5,5,5,1,3,Normal
5.3,jpg,2.52,1,8,18,9,1,111,Normal
12.53,pdf,11.25,5,20,564,21,2,283,Normal
5.04,txt,2.46,1,5,92,4,1,132,Normal
254.11,mp4,17.32,4,15,199,10,1,119,Normal
16.23,txt,5.97,1,7,64,7,1,210,Normal
2.79,jpg,1.33,2,14,11,5,2,7,Normal
2.63,docx,4.95,0,5,267,6,1,221,Normal
1.63,docx,4.8,0,4,94,6,1,199,Normal
4.17,pdf,1.86,2,7,163,5,1,186,Normal
1.89,js,32.07,13,34,204,24,1,151,Normal
15.7,pdf,64.33,24,150,20,60,5,30,Suspicious
4.12,docx,2.7,1,7,165,6,1,205,Normal
21.66,mp4,71.4,23,103,130,39,5,7,Suspicious
0.15,docx,4.16,0,3,6,9,1,4,Normal
12.25,zip,10.22,5,37,81,52,5,208,Suspicious
1.82,zip,21.99,18,61,657,24,1,211,Normal
2.77,pdf,3.88,3,11,72,2,3,254,Normal
40.8,pdf,30.59,15,57,350,37,6,844,Suspicious
5.6,pdf,4.48,3,8,6,9,3,0,Normal
5.59,js,7.12,4,17,280,14,1,123,Normal
6.66,docx,5.76,2,7,6,5,1,3,Normal
7.79,jpg,0.1,2,9,50,2,1,67,Normal
49.32,bin,3.77,10,26,28,7,1,47,Suspicious
10.19,png,4.71,2,10,7,9,1,4,Normal
21.97,mp4,7.09,1,8,562,13,4,167,Normal
4.56,txt,25.06,8,17,609,23,2,204,Normal
53.75,exe,35.19,7,46,137,18,3,252,Suspicious
5.5,pdf,7.81,7,38,358,32,1,127,Normal
70.58,mp4,9.9,2,8,160,13,1,243,Normal
0.98,zip,0.72,1,4,4,9,3,1,Normal
65.85,json,22.35,2,19,424,26,1,474,Normal
8.1,py,13.15,14,67,373,25,3,248,Normal
3.14,pdf,4.84,2,10,39,8,1,328,Normal
54.93,pdf,16.49,1,8,50,8,2,85,Suspicious
22.43,png,55.53,26,69,102,40,5,45,Suspicious
79.41,wav,6.3,0,15,154,15,1,326,Normal
11.51,pdf,30.8,17,44,400,16,6,345,Suspicious
2.06,zip,23.89,11,28,437,29,1,144,Normal
359.76,docx,30.84,18,36,148,49,3,224,Suspicious
10.03,py,24.34,16,36,582,24,1,167,Normal
226.97,zip,11.62,11,47,268,64,3,218,Suspicious
3.65,jpg,0.1,1,4,30,5,1,144,Normal
3.8,docx,9.38,0,3,2,8,1,5,Normal
11.85,docx,7.92,1,5,4,7,1,1,Normal
0.4,pdf,0.1,2,5,11,5,1,181,Normal
19.58,iso,18.53,4,12,38,6,4,33,Suspicious
5.24,json,26.35,10,34,285,24,1,590,Normal
0.59,docx,5.52,1,6,48,7,1,98,Normal
10.49,exe,15.32,5,18,112,8,1,109,Suspicious
9.1,pdf,3.38,1,6,107,4,1,165,Normal
2.12,pdf,8.4,0,11,4,6,1,4,Normal
184.85,mp4,11.9,1,8,178,11,1,132,Normal
0.87,png,1.52,0,2,38,9,1,292,Normal
16.33,pdf,30.54,12,41,452,30,1,432,Normal
7.07,docx,17.82,17,31,347,22,3,834,Suspicious
24.3,zip,34.2,31,121,58,43,5,56,Suspicious
25.63,jpg,70.01,50,207,44,54,6,20,Suspicious
0.48,txt,1.08,2,5,111,7,2,154,Normal
15.5,zip,7.87,4,22,311,22,3,154,Normal
26.27,js,23.82,8,38,488,19,1,198,Normal
5.91,jpg,4.4,0,3,86,5,1,104,Normal
7.49,zip,82.07,56,144,169,71,6,35,Suspicious
232.22,mp4,13.1,3,19,164,14,1,257,Normal
23.11,bat,8.4,3,18,58,9,1,117,Suspicious
10.0,txt,0.1,2,6,93,4,1,112,Normal
1.96,docx,6.68,1,6,2,7,3,7,Normal
5.68,png,5.38,2,10,95,6,1,284,Normal
7.09,png,3.27,1,5,283,4,1,196,Normal
9.31,bat,4.3,4,13,101,8,1,101,Suspicious
0.36,pdf,5.08,2,7,103,5,2,173,Normal
7.29,docx,5.87,0,5,21,5,2,270,Normal
13.62,txt,3.97,4,9,24,5,1,156,Normal
2.36,jpg,2.19,0,8,105,5,1,312,Normal
8.54,pdf,7.74,0,11,3,6,1,2,Normal
1.39,jpg,4.01,2,8,6,11,1,9,Normal
3.66,docx,4.7,2,9,3,6,2,2,Normal
410.98,wav,10.62,5,11,179,17,2,225,Normal
2.91,txt,4.35,1,4,40,6,1,319,Normal
160.7,mp4,0.5,1,7,82,12,1,275,Normal
4.27,pdf,0.73,1,4,43,6,1,165,Normal
0.64,docx,5.27,0,5,40,6,1,321,Normal
3.07,jpg,2.63,1,7,23,3,1,130,Normal
2.72,png,1.87,1,5,139,3,1,171,Normal
3.97,xlsx,5.44,0,5,209,3,1,61,Normal
10.92,pdf,70.21,12,51,94,46,7,40,Suspicious
2.58,jpg,3.79,0,4,90,6,1,80,Normal
13.75,zip,15.76,8,47,357,28,1,343,Normal
0.28,docx,4.71,0,8,123,8,1,111,Normal
0.52,jpg,4.11,1,11,49,5,2,227,Normal
6.55,pdf,1.27,1,8,67,5,1,138,Normal
8.28,docx,5.56,0,4,144,2,1,194,Normal
25.68,json,15.82,22,62,252,23,2,207,Normal
11.17,png,8.81,3,9,5,9,1,9,Normal
6.75,docx,10.69,4,10,4,9,1,5,Normal
3.62,png,3.95,2,8,59,4,2,82,Normal
1.05,docx,0.38,0,4,102,6,1,339,Normal
24.47,png,47.54,14,185,33,98,5,31,Suspicious
31.36,docx,60.62,65,117,177,127,6,16,Suspicious
0.19,docx,3.42,1,7,35,1,1,135,Normal
15.71,zip,28.79,9,43,619,30,3,219,Normal
13.8,pdf,13.19,15,45,267,22,1,301,Normal
0.72,png,1.3,1,4,30,8,1,259,Normal
0.09,pdf,3.51,0,6,173,4,1,108,Normal
4.56,pdf,7.29,24,70,435,24,1,569,Normal
4.03,docx,3.76,0,8,124,9,1,122,Normal
3.29,jpg,8.41,3,12,5,4,1,0,Normal
3.2,xlsx,1.39,0,6,23,6,3,251,Normal
6.43,docx,1.45,0,7,23,5,1,83,Normal
2.45,jpg,10.67,1,9,10,6,2,1,Normal
0.09,pdf,4.37,0,4,153,3,2,84,Normal
0.99,pdf,5.33,0,3,23,4,1,115,Normal
21.23,exe,5.03,16,31,525,14,5,559,Suspicious
2.75,png,1.69,0,7,97,4,2,139,Normal
11.89,txt,9.4,9,29,353,19,1,151,Normal
5.32,pdf,1.59,2,10,63,6,1,89,Normal
3.04,docx,2.17,0,5,39,1,1,130,Normal
24.09,pdf,10.78,2,8,4,5,1,3,Normal
2.55,docx,4.07,0,3,145,7,1,305,Normal
8.7,jpg,2.69,1,8,209,4,1,147,Normal
0.72,pdf,2.53,1,3,24,4,2,252,Normal
2.63,png,12.9,1,7,5,11,1,6,Normal
1.19,py,7.75,21,46,594,21,2,248,Normal
6.2,py,17.05,18,29,329,18,2,133,Normal
1.6,jpg,3.66,0,2,35,8,1,75,Normal
2.32,docx,8.39,1,6,3,6,1,7,Normal
6.09,py,31.14,14,34,149,18,3,114,Normal
1.31,txt,2.13,1,8,85,4,1,232,Normal
3.99,docx,2.98,2,10,7,6,1,5,Normal
3.91,py,15.62,11,51,339,24,1,486,Normal
2.89,pdf,3.79,1,7,21,1,1,179,Normal
2.29,docx,5.43,0,10,41,2,1,175,Normal
1.72,pdf,3.95,0,5,100,7,1,497,Normal
35.38,bat,11.49,7,18,56,11,2,114,Suspicious
9.2,png,0.92,2,6,6,5,1,5,Normal
2.97,pdf,0.1,0,7,40,2,1,119,Normal
110.47,bin,33.69,23,63,46,67,4,232,Suspicious
123.78,wav,15.93,2,13,260,12,1,149,Normal
12.7,png,49.52,67,104,96,79,6,33,Suspicious
144.82,mp4,12.79,1,13,340,10,2,173,Normal
12.78,json,32.63,8,29,280,24,2,168,Normal
14.88,py,12.21,7,29,200,36,3,223,Normal
30.39,jpg,73.35,18,196,40,130,3,0,Suspicious
3.05,jpg,3.09,0,7,168,3,2,75,Normal
1.66,jpg,1.35,1,4,110,6,1,192,Normal
10.01,zip,22.28,9,27,417,29,3,117,Normal
5.97,pdf,0.63,0,4,33,4,1,239,Normal
28.33,sh,26.41,16,45,134,62,5,44,Suspicious
1.95,docx,2.04,0,5,63,6,1,128,Normal
4.52,jpg,0.1,1,8,88,6,1,282,Normal
235.25,zip,28.44,14,56,45,69,2,273,Suspicious
5.27,sh,22.77,19,29,462,18,2,117,Normal
3.37,jpg,9.65,0,7,5,7,2,5,Normal
28.95,png,68.85,58,234,166,63,3,11,Suspicious
3.48,docx,2.8,1,6,57,5,1,128,Normal
30.37,json,34.94,11,35,504,17,1,430,Normal
22.85,png,11.04,1,6,5,11,1,2,Normal
2.47,txt,5.13,0,7,77,6,1,384,Normal
7.06,vbs,37.67,4,21,402,16,6,564,Suspicious
8.66,txt,0.98,1,6,18,5,1,125,Normal
8.58,docx,3.38,1,6,4,7,1,2,Normal
9.44,py,17.46,14,54,293,33,1,319,Normal
11.35,jpg,3.32,3,10,6,3,1,9,Normal
4.92,png,16.64,8,64,673,27,4,206,Normal
31.22,dll,2.01,6,14,125,9,1,32,Suspicious
1.28,csv,28.56,7,27,827,25,2,162,Normal
3.25,json,11.68,6,15,374,26,2,293,Normal
46.86,scr,10.66,4,10,22,8,1,53,Suspicious
188.24,mp4,5.06,2,12,257,15,1,121,Normal
9.23,zip,33.49,17,35,632,26,2,385,Normal
112.17,bin,29.11,8,28,146,21,6,121,Suspicious
16.97,py,77.75,58,161,74,94,4,36,Suspicious
2.16,txt,20.43,7,18,625,20,3,237,Normal
383.21,mp4,5.14,0,4,155,10,2,358,Normal
4.87,xlsx,0.97,1,8,42,7,1,87,Normal
1.28,docx,1.46,0,3,39,4,1,95,Normal
5.53,pdf,3.21,1,6,131,6,1,237,Normal
4.81,jpg,3.51,1,6,8,4,1,5,Normal
0.76,pdf,0.95,0,4,338,7,1,108,Normal
0.49,docx,1.58,1,3,88,3,1,74,Normal
49.16,vbs,14.5,6,17,47,11,2,42,Suspicious
1.53,jpg,5.04,1,9,133,5,1,206,Normal
6.24,png,3.25,0,7,132,5,1,286,Normal
1.07,docx,3.71,1,8,3,8,1,9,Normal
5.21,png,3.5,5,15,8,5,1,7,Normal
9.52,zip,12.11,5,24,289,25,3,274,Normal
7.05,js,27.54,10,39,204,24,2,202,Normal
1.26,png,1.93,0,4,59,5,1,270,Normal
4.74,pdf,10.7,0,7,5,11,1,3,Normal
47.47,iso,15.44,8,20,147,9,1,110,Suspicious
46.51,bin,13.29,6,13,17,11,2,63,Suspicious
3.62,zip,18.67,8,14,1115,28,1,404,Normal
17.8,zip,30.95,4,40,333,16,1,413,Normal
4.46,docx,2.29,0,4,57,10,1,99,Normal
3.56,png,1.76,2,5,25,4,1,368,Normal
4.73,js,4.24,10,39,1407,25,1,190,Normal
4.2,zip,14.95,2,39,306,32,1,176,Normal
27.34,sh,7.66,19,35,340,26,1,179,Normal
3.82,py,8.58,0,5,8,1,1,7,Normal
26.19,sh,25.26,9,34,867,30,1,333,Normal
0.15,csv,31.73,6,32,238,23,4,221,Normal
9.36,pdf,30.42,14,29,465,16,4,740,Suspicious
51.36,pdf,12.41,9,17,215,9,4,16,Suspicious
220.63,jpg,18.21,2,14,119,10,2,267,Normal
0.15,docx,2.21,0,5,52,3,1,180,Normal
2.24,sh,19.2,10,27,399,24,4,210,Normal
18.14,docx,6.03,6,11,4,3,1,2,Normal
4.53,pdf,4.52,0,8,197,5,1,242,Normal
6.22,docx,3.99,0,5,82,4,2,129,Normal
3.64,txt,4.27,5,12,41,2,1,255,Normal
0.41,pdf,0.1,0,4,71,5,1,74,Normal
13.36,zip,10.48,0,19,301,20,2,274,Normal
1.94,png,3.62,1,8,37,2,3,138,Normal
1.01,py,2.9,1,3,5,4,1,7,Normal
5.81,jpg,10.75,1,12,5,8,1,7,Normal
7.71,docx,0.83,2,2,69,7,1,190,Normal
13.61,pdf,2.02,1,4,81,7,1,313,Normal
5.22,pdf,2.6,0,4,24,4,1,51,Normal
37.25,vbs,14.63,5,20,55,11,2,60,Suspicious
9.52,py,27.32,7,20,62,29,1,245,Normal
7.42,pdf,13.55,1,4,4,8,1,0,Normal
7.3,zip,11.8,13,36,219,32,3,164,Normal
2.5,txt,5.38,1,9,78,5,1,75,Normal
9.37,pdf,4.67,2,10,90,9,2,264,Normal
14.29,js,13.64,14,45,643,26,2,229,Normal
60.24,zip,12.29,9,46,70,45,5,759,Suspicious
273.78,wav,1.78,0,13,141,15,1,250,Normal
394.23,zip,1.53,4,19,148,21,1,171,Normal
0.38,docx,3.02,1,9,5,4,1,4,Normal
1.23,pdf,1.26,0,6,68,5,1,190,Normal
5.35,xlsx,5.12,1,8,42,5,1,255,Normal
0.41,docx,4.13,0,8,5,6,1,8,Normal
3.58,pdf,0.85,1,5,141,9,1,192,Normal
294.62,zip,15.08,4,20,276,72,3,339,Suspicious
11.86,pdf,5.49,1,7,49,5,1,168,Normal
4.83,py,17.52,6,42,296,29,2,96,Normal
0.49,docx,4.26,0,5,46,5,1,173,Normal
353.1,wav,8.31,2,14,298,8,1,133,Normal
7.39,docx,2.21,1,8,50,5,1,108,Normal
11.83,zip,7.19,5,23,561,27,1,173,Normal
0.63,py,6.71,2,7,4,7,1,8,Normal
3.73,docx,1.33,0,4,53,7,1,26,Normal
8.43,docx,35.75,10,53,323,15,6,214,Suspicious
106.61,iso,13.92,2,16,194,11,2,432,Normal
30.84,exe,28.07,15,63,158,29,3,147,Suspicious
387.49,mp4,26.63,6,27,244,20,5,323,Suspicious
11.95,jpg,11.29,5,13,4,5,3,6,Normal
125.37,wav,4.72,6,18,90,8,1,325,Normal
129.78,mp4,16.91,3,15,218,15,2,255,Normal
0.57,png,5.59,2,4,55,2,1,199,Normal
5.74,pdf,4.08,0,5,175,5,1,205,Normal
4.44,py,20.48,20,68,709,17,2,85,Normal
302.58,wav,4.42,2,10,236,15,4,308,Normal
0.95,js,4.36,3,51,335,30,3,199,Normal
77.26,zip,2.21,2,12,177,10,1,473,Normal
4.99,png,6.44,0,7,4,4,1,8,Normal
3.48,jpg,8.45,1,7,6,9,2,7,Normal
1.76,docx,1.38,1,6,29,5,1,100,Normal
6.53,txt,0.65,2,5,62,3,1,115,Normal
0.63,zip,28.53,29,42,716,28,3,105,Normal
4.15,png,4.52,2,10,130,7,2,135,Normal
0.26,jpg,0.54,0,5,53,6,2,326,Normal
5.61,xlsx,33.38,50,87,163,44,4,9,Suspicious
22.94,pdf,27.19,14,45,198,36,3,548,Suspicious
0.79,pdf,1.68,1,5,74,3,2,103,Normal
1.57,jpg,1.47,0,2,119,5,1,125,Normal
18.35,py,13.75,5,29,637,16,1,682,Normal
11.17,py,26.66,17,40,369,27,2,221,Normal
3.69,txt,17.22,31,47,733,26,2,228,Normal
0.81,pdf,3.39,1,12,74,4,1,191,Normal
12.26,jpg,3.84,2,6,64,6,1,102,Normal
437.17,pdf,29.13,16,39,227,33,5,167,Suspicious
29.25,docx,23.28,11,31,504,27,4,398,Suspicious
364.53,jpg,11.09,3,14,341,13,1,136,Normal
1.36,pdf,1.42,2,9,6,3,1,6,Normal
5.61,sh,10.76,14,30,222,20,5,261,Normal
3.3,docx,1.87,1,6,206,4,1,173,Normal
32.33,zip,9.86,3,13,123,11,3,106,Normal
19.43,zip,13.72,8,40,664,23,1,244,Normal
2.26,png,1.82,0,3,92,6,1,161,Normal
6.76,pdf,1.13,1,9,145,3,1,195,Normal
4.7,py,33.03,20,48,833,19,2,377,Normal
1.12,jpg,1.52,1,5,94,8,1,108,Normal
50.15,vbs,17.96,4,10,42,14,1,59,Suspicious
6.03,pdf,9.84,1,8,6,3,2,9,Normal
1.68,js,25.84,19,46,263,18,3,336,Normal
2.86,docx,1.62,0,9,49,4,1,97,Normal
210.51,mp4,15.87,4,12,98,12,1,107,Normal
20.08,json,26.72,9,21,303,28,3,220,Normal
19.63,js,19.76,13,43,432,16,2,381,Normal
143.47,zip,28.36,17,31,247,46,4,223,Suspicious
23.38,sh,24.35,20,40,119,27,2,246,Normal
13.57,png,1.17,0,6,5,6,1,3,Normal
1.0,sh,8.59,8,22,301,23,2,148,Normal
61.05,png,10.62,4,27,452,51,3,540,Suspicious
6.77,pdf,4.13,3,8,104,4,3,142,Normal
5.58,jpg,1.73,1,7,32,1,1,387,Normal
423.82,mp4,11.07,1,18,76,12,3,418,Normal
3.39,docx,6.42,1,4,5,5,3,3,Normal
2.91,xlsx,1.12,0,5,18,3,1,106,Normal
5.52,zip,30.83,7,40,457,29,3,268,Normal
15.76,js,25.36,9,30,500,25,1,96,Normal
1.88,docx,3.48,1,11,68,1,1,198,Normal
25.66,js,30.17,4,65,299,16,1,424,Normal
1.33,pdf,0.22,0,10,30,8,1,190,Normal
35.25,zip,31.23,9,25,204,28,5,149,Suspicious
3.89,jpg,3.06,0,3,85,6,2,158,Normal
9.23,js,8.18,40,63,478,18,3,431,Normal
5.47,pdf,6.52,7,34,459,18,4,272,Normal
0.56,pdf,1.29,0,5,91,6,1,178,Normal
6.09,png,3.23,1,7,135,4,1,74,Normal
12.31,js,8.4,1,27,189,22,2,306,Normal
5.82,docx,5.19,1,7,1,8,1,7,Normal
2.12,jpg,4.64,1,9,87,6,1,110,Normal
35.56,zip,4.67,5,18,95,6,4,80,Suspicious
3.74,pdf,10.09,0,10,4,4,2,9,Normal
7.22,pdf,1.21,1,4,30,6,1,348,Normal
0.92,pdf,1.72,0,9,172,5,2,158,Normal
11.44,js,16.23,6,50,818,32,2,283,Normal
351.5,mp4,4.84,2,12,200,12,1,114,Normal
2.36,jpg,52.84,22,47,145,41,4,57,Suspicious
0.77,xlsx,2.79,0,4,100,8,1,175,Normal
2.16,xlsx,1.36,1,5,42,4,1,133,Normal
442.2,zip,23.99,5,18,176,40,3,78,Suspicious
0.26,pdf,6.18,0,4,82,6,1,258,Normal
5.19,pdf,35.15,37,128,151,102,5,30,Suspicious
1.42,pdf,9.4,0,7,3,10,2,3,Normal
0.37,jpg,2.73,2,9,188,7,3,69,Normal
2.55,jpg,7.37,3,10,6,6,1,3,Normal
2.43,png,1.52,1,6,218,3,1,196,Normal
0.46,jpg,2.4,0,8,48,2,1,67,Normal
8.22,jpg,5.41,1,4,16,2,1,119,Normal
7.3,xlsx,3.4,1,7,53,7,2,106,Normal
5.84,pdf,7.52,3,6,2,6,2,2,Normal
0.37,jpg,2.99,0,3,5,6,1,2,Normal
262.28,wav,15.72,7,15,134,19,3,113,Normal
2.63,png,2.01,0,4,73,3,1,256,Normal
7.41,png,32.87,15,36,779,28,5,231,Normal
6.21,png,6.52,6,10,5,6,1,3,Normal
13.6,pdf,4.69,1,8,80,6,1,168,Normal
5.69,sh,12.49,13,20,339,14,2,157,Normal
11.38,docx,2.72,1,8,58,5,1,209,Normal
5.78,pdf,2.13,1,3,46,8,1,196,Normal
96.46,iso,20.58,9,66,170,55,4,25,Suspicious
1.02,jpg,3.63,2,5,135,7,1,98,Normal
1.4,png,3.57,2,11,64,8,2,333,Normal
0.95,pdf,8.88,0,5,5,6,2,0,Normal
10.5,jpg,3.69,2,5,87,4,1,86,Normal
0.9,pdf,2.53,0,5,3,6,2,6,Normal
20.26,py,12.49,21,57,906,15,3,110,Normal
17.81,mp4,44.24,31,143,198,54,4,21,Suspicious
1.89,pdf,0.1,1,5,101,4,1,52,Normal
8.94,jpg,7.99,4,12,12,7,3,1,Normal
4.95,zip,22.56,5,32,252,28,4,354,Normal
1.06,jpg,0.1,1,6,119,4,1,60,Normal
1.15,zip,4.39,3,11,8,10,1,2,Normal
414.84,png,32.22,12,65,36,28,4,13,Suspicious
12.26,pdf,1.38,1,7,143,1,1,99,Normal
128.95,png,7.25,6,17,242,8,1,154,Normal
3.41,pdf,0.6,0,6,113,5,1,304,Normal
12.19,py,33.75,20,35,388,20,4,142,Normal
3.38,txt,5.1,0,3,91,3,2,140,Normal
59.53,sh,27.95,11,43,571,31,4,827,Suspicious
0.12,zip,7.8,3,7,3,11,3,0,Normal
6.73,zip,15.33,5,59,543,23,2,254,Normal
1.42,jpg,1.08,1,7,37,6,2,196,Normal
19.24,docx,62.7,49,194,31,139,10,3,Suspicious
142.56,mp4,18.71,11,41,121,23,6,165,Suspicious
2.39,jpg,4.57,1,7,106,5,1,177,Normal
2.33,jpg,4.68,0,7,187,3,1,563,Normal
13.26,pdf,10.16,2,9,6,5,1,1,Normal
0.62,pdf,2.43,0,3,65,10,1,161,Normal
3.08,txt,30.22,13,28,338,19,2,296,Normal
20.39,zip,42.15,39,68,81,129,5,16,Suspicious
183.74,iso,2.56,3,18,118,13,2,205,Normal
2.38,docx,4.7,2,7,45,4,1,155,Normal
2.5,docx,11.52,0,4,4,7,1,5,Normal
50.96,png,13.25,6,20,317,34,5,723,Suspicious
6.86,pdf,0.95,1,5,4,3,1,2,Normal
16.84,py,26.59,26,43,359,26,5,253,Normal
11.44,docx,10.48,2,7,5,10,2,4,Normal
0.19,csv,17.14,15,41,674,23,2,249,Normal
0.09,docx,1.77,2,7,126,4,1,88,Normal
0.77,docx,0.94,0,6,28,9,1,83,Normal
19.28,pdf,62.56,28,201,71,46,5,0,Suspicious
9.86,pdf,15.87,17,37,858,29,2,245,Normal
11.0,py,9.04,13,40,629,22,3,201,Normal
2.01,sh,20.0,27,63,198,27,3,465,Normal
245.34,jpg,9.13,1,11,66,17,1,158,Normal
0.08,jpg,5.52,1,5,65,4,1,185,Normal
0.36,png,3.65,0,6,126,3,1,341,Normal
0.31,pdf,3.74,1,8,71,5,1,112,Normal
1.2,pdf,10.13,0,1,9,6,1,5,Normal
126.3,pdf,27.96,20,54,97,77,6,309,Suspicious
6.21,pdf,23.94,6,56,233,20,4,235,Normal
5.06,pdf,11.28,18,67,333,17,2,107,Normal
53.85,jpg,4.8,0,13,149,7,2,94,Normal
4.02,pdf,5.05,0,6,63,8,1,135,Normal
0.9,png,1.37,0,4,187,7,1,167,Normal
12.64,pdf,4.93,0,7,126,2,3,64,Normal
8.62,pdf,3.92,1,10,100,8,1,300,Normal
5.64,pdf,0.2,2,7,5,8,1,6,Normal
333.37,mp4,3.66,1,13,217,8,1,147,Normal
73.22,mp4,14.48,10,55,100,50,6,240,Suspicious
2.81,jpg,4.83,0,8,2,9,1,9,Normal
117.33,wav,16.56,2,12,60,11,2,157,Normal
230.21,wav,9.6,2,16,185,13,3,133,Normal
0.1,pdf,3.86,0,4,74,5,1,402,Normal
5.06,jpg,1.35,3,11,13,6,2,76,Normal
2.9,pdf,1.03,1,5,39,7,1,50,Normal
4.83,png,10.38,3,8,2,8,2,3,Normal
4.52,png,0.1,2,11,19,4,1,224,Normal
3.05,docx,1.09,3,11,393,6,1,165,Normal
1.12,jpg,5.47,2,5,80,6,2,181,Normal
